"","Recorder","Date","Month","Hour","Second"
"1","R1024",2022-03-15,3,6,200
"2","R1025",2022-03-15,3,6,300
"3","R1025",2022-03-15,3,6,1300
"4","R1025",2022-03-15,3,7,800
"5","R1062",2022-03-16,3,5,2800
"6","R1059",2022-03-16,3,5,2900
"7","R1060",2022-03-16,3,5,3000
"8","R1060",2022-03-16,3,5,3100
"9","R1059",2022-03-16,3,5,3200
"10","R1062",2022-03-16,3,5,3300
"11","R1060",2022-03-16,3,5,3500
"12","R1059",2022-03-16,3,5,3600
"13","R1062",2022-03-16,3,8,1900
"14","R1062",2022-03-16,3,8,2000
"15","R1062",2022-03-16,3,8,2100
"16","R1060",2022-03-16,3,8,2300
"17","R1062",2022-03-16,3,8,2500
"18","R1059",2022-03-16,3,15,900
"19","R1062",2022-03-17,3,5,3300
"20","R1062",2022-03-17,3,5,3400
"21","R1062",2022-03-17,3,5,3500
"22","R1060",2022-03-17,3,5,3600
"23","R1062",2022-03-17,3,6,0
"24","R1062",2022-03-17,3,6,100
"25","R1062",2022-03-17,3,6,200
"26","R1064",2022-03-18,3,5,3300
"27","R1050",2022-03-18,3,5,3400
"28","R1059",2022-03-18,3,5,3500
"29","R1059",2022-03-18,3,5,3600
"30","R1059",2022-03-18,3,6,0
"31","R1050",2022-03-18,3,6,100
"32","R1059",2022-03-18,3,6,200
"33","R1062",2022-03-19,3,5,3200
"34","R1064",2022-03-19,3,5,3300
"35","R1062",2022-03-19,3,5,3400
"36","R1062",2022-03-19,3,5,3500
"37","R1064",2022-03-19,3,5,3600
"38","R1064",2022-03-19,3,6,0
"39","R1062",2022-03-19,3,6,100
"40","R1059",2022-03-19,3,6,200
"41","R1025",2022-03-19,3,6,300
"42","R1023",2022-03-19,3,6,400
"43","R1059",2022-03-19,3,6,500
"44","R1053",2022-03-19,3,6,600
"45","R1025",2022-03-19,3,6,700
"46","R1024",2022-03-19,3,6,800
"47","R1025",2022-03-19,3,6,900
"48","R1053",2022-03-20,3,5,2900
"49","R1024",2022-03-20,3,5,3000
"50","R1024",2022-03-20,3,5,3100
"51","R1053",2022-03-20,3,5,3200
"52","R1059",2022-03-20,3,5,3300
"53","R1050",2022-03-20,3,5,3400
"54","R1053",2022-03-20,3,5,3500
"55","R1053",2022-03-20,3,5,3600
"56","R1024",2022-03-20,3,6,0
"57","R1024",2022-03-20,3,6,100
"58","R1053",2022-03-20,3,6,200
"59","R1024",2022-03-20,3,6,300
"60","R1062",2022-03-20,3,6,3000
"61","R1062",2022-03-20,3,6,3100
"62","R1025",2022-03-21,3,5,2800
"63","R1025",2022-03-21,3,5,2900
"64","R1025",2022-03-21,3,5,3100
"65","R1025",2022-03-21,3,5,3200
"66","R1025",2022-03-21,3,5,3300
"67","R1025",2022-03-21,3,5,3400
"68","R1059",2022-03-21,3,5,3500
"69","R1059",2022-03-21,3,5,3600
"70","R1059",2022-03-21,3,6,0
"71","R1059",2022-03-21,3,6,100
"72","R1059",2022-03-21,3,6,200
"73","R1059",2022-03-21,3,6,300
"74","R1059",2022-03-21,3,6,400
"75","R1064",2022-03-21,3,6,500
"76","R1025",2022-03-21,3,6,800
"77","R1064",2022-03-21,3,6,1100
"78","R1062",2022-03-22,3,5,2900
"79","R1062",2022-03-22,3,5,3000
"80","R1060",2022-03-22,3,5,3100
"81","R1025",2022-03-22,3,5,3200
"82","R1062",2022-03-22,3,5,3300
"83","R1062",2022-03-22,3,5,3400
"84","R1025",2022-03-22,3,5,3500
"85","R1060",2022-03-22,3,5,3600
"86","R1025",2022-03-22,3,6,0
"87","R1062",2022-03-22,3,6,100
"88","R1025",2022-03-22,3,6,200
"89","R1059",2022-03-22,3,7,1100
"90","R1059",2022-03-22,3,7,1200
"91","R1062",2022-03-22,3,7,1300
"92","R1064",2022-03-22,3,7,1400
"93","R1063",2022-03-22,3,7,1500
"94","R1064",2022-03-22,3,7,1600
"95","R1059",2022-03-23,3,5,3100
"96","R1059",2022-03-23,3,5,3200
"97","R1059",2022-03-23,3,5,3300
"98","R1059",2022-03-23,3,5,3400
"99","R1025",2022-03-23,3,5,3500
"100","R1025",2022-03-23,3,5,3600
"101","R1062",2022-03-23,3,6,500
"102","R1062",2022-03-23,3,6,600
"103","R1062",2022-03-23,3,6,800
"104","R1062",2022-03-23,3,6,900
"105","R1062",2022-03-23,3,6,1000
"106","R1062",2022-03-23,3,6,1100
"107","R1064",2022-03-23,3,6,1200
"108","R1059",2022-03-24,3,5,2900
"109","R1059",2022-03-24,3,5,3000
"110","R1060",2022-03-24,3,5,3100
"111","R1059",2022-03-24,3,5,3200
"112","R1062",2022-03-24,3,5,3300
"113","R1062",2022-03-24,3,5,3400
"114","R1064",2022-03-24,3,5,3500
"115","R1024",2022-03-24,3,6,0
"116","R1024",2022-03-24,3,6,100
"117","R1053",2022-03-24,3,6,200
"118","R1024",2022-03-24,3,6,400
"119","R1060",2022-03-24,3,10,1800
"120","R1050",2022-03-24,3,11,1200
"121","R1050",2022-03-24,3,11,1500
"122","R1063",2022-03-24,3,11,1600
"123","R1064",2022-03-24,3,11,1700
"124","R1063",2022-03-24,3,11,1800
"125","R1062",2022-03-25,3,5,2700
"126","R1064",2022-03-25,3,5,2800
"127","R1064",2022-03-25,3,5,2900
"128","R1062",2022-03-25,3,5,3000
"129","R1064",2022-03-25,3,5,3100
"130","R1064",2022-03-25,3,5,3200
"131","R1025",2022-03-25,3,5,3300
"132","R1050",2022-03-25,3,5,3500
"133","R1050",2022-03-25,3,6,0
"134","R1050",2022-03-25,3,6,200
"135","R1063",2022-03-25,3,6,300
"136","R1050",2022-03-25,3,6,400
"137","R1062",2022-03-25,3,6,800
"138","R1062",2022-03-25,3,6,900
"139","R1062",2022-03-25,3,6,1000
"140","R1062",2022-03-25,3,6,1100
"141","R1060",2022-03-25,3,6,1200
"142","R1062",2022-03-25,3,6,1300
"143","R1025",2022-03-25,3,10,1500
"144","R1025",2022-03-25,3,10,1600
"145","R1025",2022-03-25,3,10,1700
"146","R1024",2022-03-25,3,10,1800
"147","R1025",2022-03-25,3,10,1900
"148","R1025",2022-03-25,3,10,2200
"149","R1062",2022-03-26,3,5,2700
"150","R1059",2022-03-26,3,5,2800
"151","R1060",2022-03-26,3,5,2900
"152","R1024",2022-03-26,3,5,3000
"153","R1024",2022-03-26,3,5,3100
"154","R1024",2022-03-26,3,5,3200
"155","R1053",2022-03-26,3,5,3300
"156","R1053",2022-03-26,3,5,3400
"157","R1024",2022-03-26,3,6,1400
"158","R1024",2022-03-26,3,6,1500
"159","R1053",2022-03-26,3,6,1600
"160","R1024",2022-03-26,3,6,1700
"161","R1024",2022-03-26,3,6,1800
"162","R1059",2022-03-26,3,8,2600
"163","R1059",2022-03-26,3,8,2900
"164","R1059",2022-03-26,3,8,3000
"165","R1059",2022-03-26,3,8,3600
"166","R1059",2022-03-26,3,9,0
"167","R1059",2022-03-26,3,9,100
"168","R1059",2022-03-26,3,9,200
"169","R1059",2022-03-26,3,9,300
"170","R1050",2022-03-26,3,9,400
"171","R1064",2022-03-26,3,10,400
"172","R1025",2022-03-27,3,5,2400
"173","R1025",2022-03-27,3,5,2500
"174","R1025",2022-03-27,3,5,2600
"175","R1025",2022-03-27,3,5,2700
"176","R1025",2022-03-27,3,5,2800
"177","R1025",2022-03-27,3,5,2900
"178","R1059",2022-03-27,3,5,3000
"179","R1059",2022-03-27,3,5,3100
"180","R1059",2022-03-28,3,5,3100
"181","R1059",2022-03-28,3,5,3200
"182","R1025",2022-03-28,3,5,3300
"183","R1059",2022-03-28,3,5,3400
"184","R1025",2022-03-28,3,5,3500
"185","R1024",2022-03-28,3,5,3600
"186","R1025",2022-03-28,3,6,200
"187","R1025",2022-03-28,3,6,300
"188","R1025",2022-03-28,3,6,400
"189","R1025",2022-03-28,3,6,500
"190","R1025",2022-03-28,3,6,600
"191","R1025",2022-03-28,3,6,800
"192","R1062",2022-03-28,3,10,200
"193","R1062",2022-03-28,3,10,300
"194","R1064",2022-03-28,3,10,400
"195","R1060",2022-03-28,3,10,500
"196","R1062",2022-03-29,3,5,2800
"197","R1062",2022-03-29,3,5,2900
"198","R1060",2022-03-29,3,5,3000
"199","R1062",2022-03-29,3,5,3100
"200","R1062",2022-03-29,3,5,3200
"201","R1024",2022-03-29,3,5,3300
"202","R1062",2022-03-29,3,5,3400
"203","R1025",2022-03-29,3,6,0
"204","R1024",2022-03-29,3,6,100
"205","R1025",2022-03-29,3,6,200
"206","R1025",2022-03-29,3,6,300
"207","R1025",2022-03-29,3,6,400
"208","R1025",2022-03-29,3,6,600
"209","R1064",2022-03-29,3,6,700
"210","R1062",2022-03-29,3,6,1300
"211","R1024",2022-03-29,3,6,1400
"212","R1062",2022-03-29,3,6,1500
"213","R1064",2022-03-29,3,6,1600
"214","R1062",2022-03-29,3,6,1700
"215","R1060",2022-03-30,3,5,2400
"216","R1060",2022-03-30,3,5,2500
"217","R1059",2022-03-30,3,5,2600
"218","R1025",2022-03-30,3,5,2700
"219","R1025",2022-03-30,3,5,2800
"220","R1024",2022-03-30,3,5,2900
"221","R1025",2022-03-30,3,5,3000
"222","R1025",2022-03-30,3,5,3100
"223","R1025",2022-03-30,3,5,3200
"224","R1025",2022-03-30,3,5,3300
"225","R1062",2022-03-30,3,7,200
"226","R1062",2022-03-30,3,7,300
"227","R1064",2022-03-30,3,7,400
"228","R1064",2022-03-30,3,7,500
"229","R1060",2022-03-30,3,7,600
"230","R1062",2022-03-30,3,7,700
"231","R1064",2022-03-30,3,7,800
"232","R1023",2022-03-30,3,7,3300
"233","R1050",2022-03-30,3,9,700
"234","R1063",2022-03-30,3,9,800
"235","R1063",2022-03-30,3,9,900
"236","R1060",2022-03-30,3,9,1000
"237","R1050",2022-03-30,3,9,1100
"238","R1059",2022-03-31,3,5,2500
"239","R1059",2022-03-31,3,5,2600
"240","R1025",2022-03-31,3,5,2700
"241","R1025",2022-03-31,3,5,2800
"242","R1025",2022-03-31,3,5,2900
"243","R1025",2022-03-31,3,5,3000
"244","R1025",2022-03-31,3,5,3100
"245","R1025",2022-03-31,3,5,3200
"246","R1025",2022-03-31,3,5,3300
"247","R1025",2022-03-31,3,5,3400
"248","R1064",2022-03-31,3,6,3500
"249","R1062",2022-03-31,3,6,3600
"250","R1064",2022-03-31,3,7,0
"251","R1064",2022-03-31,3,7,100
"252","R1064",2022-03-31,3,8,1900
"253","R1064",2022-03-31,3,8,2000
"254","R1064",2022-03-31,3,8,2100
"255","R1062",2022-03-31,3,8,2200
"256","R1064",2022-03-31,3,8,2300
"257","R1062",2022-04-01,4,5,2800
"258","R1062",2022-04-01,4,5,2900
"259","R1062",2022-04-01,4,5,3000
"260","R1024",2022-04-01,4,5,3100
"261","R1062",2022-04-01,4,5,3200
"262","R1053",2022-04-01,4,5,3300
"263","R1053",2022-04-01,4,5,3400
"264","R1064",2022-04-01,4,6,300
"265","R1064",2022-04-01,4,7,1000
"266","R1063",2022-04-01,4,8,2900
"267","R1063",2022-04-01,4,8,3000
"268","R1063",2022-04-01,4,8,3100
"269","R1060",2022-04-01,4,8,3200
"270","R1060",2022-04-01,4,8,3300
"271","R1063",2022-04-01,4,8,3400
"272","R1059",2022-04-02,4,5,2600
"273","R1025",2022-04-02,4,5,2700
"274","R1053",2022-04-02,4,5,2800
"275","R1025",2022-04-02,4,5,2900
"276","R1059",2022-04-02,4,5,3000
"277","R1024",2022-04-03,4,5,1900
"278","R1024",2022-04-03,4,5,2400
"279","R1059",2022-04-03,4,5,2500
"280","R1063",2022-04-03,4,5,2600
"281","R1050",2022-04-03,4,5,2700
"282","R1059",2022-04-03,4,5,2800
"283","R1059",2022-04-03,4,5,2900
"284","R1064",2022-04-03,4,6,400
"285","R1064",2022-04-03,4,6,900
"286","R1059",2022-04-03,4,6,1000
"287","R1063",2022-04-03,4,6,1100
"288","R1064",2022-04-03,4,6,1300
"289","R1059",2022-04-03,4,6,1400
"290","R1059",2022-04-03,4,6,1600
"291","R1059",2022-04-03,4,6,1700
"292","R1059",2022-04-03,4,6,1900
"293","R1059",2022-04-03,4,6,2100
"294","R1050",2022-04-03,4,6,2500
"295","R1063",2022-04-03,4,6,2600
"296","R1059",2022-04-03,4,7,100
"297","R1060",2022-04-03,4,7,200
"298","R1062",2022-04-03,4,7,300
"299","R1050",2022-04-03,4,7,600
"300","R1025",2022-04-03,4,7,800
"301","R1025",2022-04-03,4,7,900
"302","R1025",2022-04-03,4,7,1000
"303","R1059",2022-04-03,4,7,1800
"304","R1059",2022-04-03,4,7,2000
"305","R1059",2022-04-03,4,7,2100
"306","R1050",2022-04-03,4,7,2200
"307","R1059",2022-04-03,4,7,2300
"308","R1060",2022-04-03,4,7,2400
"309","R1059",2022-04-03,4,7,3500
"310","R1060",2022-04-03,4,7,3600
"311","R1063",2022-04-03,4,13,2800
"312","R1063",2022-04-03,4,13,2900
"313","R1063",2022-04-03,4,13,3000
"314","R1060",2022-04-04,4,5,2100
"315","R1060",2022-04-04,4,5,2200
"316","R1060",2022-04-04,4,5,2300
"317","R1060",2022-04-04,4,5,2400
"318","R1060",2022-04-04,4,5,2500
"319","R1062",2022-04-04,4,5,2600
"320","R1024",2022-04-04,4,5,2700
"321","R1062",2022-04-04,4,5,3000
"322","R1064",2022-04-04,4,5,3400
"323","R1063",2022-04-04,4,9,600
"324","R1050",2022-04-04,4,9,700
"325","R1063",2022-04-04,4,10,0
"326","R1059",2022-04-04,4,10,100
"327","R1059",2022-04-04,4,10,200
"328","R1059",2022-04-04,4,10,300
"329","R1063",2022-04-04,4,10,400
"330","R1050",2022-04-04,4,10,500
"331","R1059",2022-04-05,4,5,2500
"332","R1062",2022-04-05,4,5,2600
"333","R1062",2022-04-05,4,5,2700
"334","R1062",2022-04-05,4,5,2800
"335","R1064",2022-04-05,4,5,2900
"336","R1059",2022-04-05,4,5,3000
"337","R1024",2022-04-05,4,5,3100
"338","R1053",2022-04-05,4,5,3500
"339","R1064",2022-04-05,4,5,3600
"340","R1023",2022-04-05,4,6,0
"341","R1059",2022-04-05,4,6,100
"342","R1064",2022-04-05,4,6,300
"343","R1059",2022-04-05,4,6,400
"344","R1060",2022-04-05,4,6,500
"345","R1064",2022-04-05,4,6,600
"346","R1064",2022-04-05,4,6,700
"347","R1025",2022-04-05,4,7,1700
"348","R1023",2022-04-05,4,7,2000
"349","R1024",2022-04-05,4,7,2100
"350","R1023",2022-04-05,4,7,2500
"351","R1060",2022-04-05,4,8,600
"352","R1064",2022-04-05,4,8,800
"353","R1064",2022-04-05,4,8,900
"354","R1060",2022-04-05,4,9,2600
"355","R1025",2022-04-05,4,10,3100
"356","R1064",2022-04-06,4,6,1400
"357","R1064",2022-04-06,4,6,1500
"358","R1050",2022-04-06,4,6,1600
"359","R1064",2022-04-06,4,6,1800
"360","R1062",2022-04-06,4,6,1900
"361","R1064",2022-04-06,4,6,2000
"362","R1064",2022-04-06,4,6,2100
"363","R1059",2022-04-07,4,5,2000
"364","R1059",2022-04-07,4,5,2100
"365","R1059",2022-04-07,4,5,2200
"366","R1059",2022-04-07,4,5,2300
"367","R1059",2022-04-07,4,5,2400
"368","R1064",2022-04-07,4,5,2900
"369","R1063",2022-04-07,4,8,3300
"370","R1063",2022-04-07,4,10,2100
"371","R1063",2022-04-07,4,10,2200
"372","R1063",2022-04-07,4,10,2300
"373","R1060",2022-04-08,4,5,2500
"374","R1062",2022-04-08,4,5,2600
"375","R1059",2022-04-08,4,5,2700
"376","R1024",2022-04-08,4,5,2800
"377","R1024",2022-04-08,4,5,2900
"378","R1024",2022-04-08,4,5,3000
"379","R1024",2022-04-08,4,5,3100
"380","R1053",2022-04-08,4,5,3200
"381","R1060",2022-04-08,4,5,3300
"382","R1062",2022-04-09,4,5,1700
"383","R1060",2022-04-09,4,5,1800
"384","R1060",2022-04-09,4,5,1900
"385","R1060",2022-04-09,4,5,2000
"386","R1062",2022-04-09,4,5,2100
"387","R1060",2022-04-09,4,5,2400
"388","R1064",2022-04-09,4,5,2500
"389","R1059",2022-04-09,4,5,2700
"390","R1063",2022-04-09,4,5,2800
"391","R1062",2022-04-09,4,5,2900
"392","R1025",2022-04-09,4,5,3100
"393","R1025",2022-04-09,4,5,3200
"394","R1025",2022-04-09,4,5,3300
"395","R1025",2022-04-09,4,5,3400
"396","R1025",2022-04-09,4,5,3500
"397","R1025",2022-04-09,4,6,100
"398","R1025",2022-04-09,4,6,200
"399","R1025",2022-04-09,4,6,300
"400","R1025",2022-04-09,4,6,400
"401","R1062",2022-04-10,4,5,2200
"402","R1062",2022-04-10,4,5,2300
"403","R1062",2022-04-10,4,5,2400
"404","R1060",2022-04-10,4,5,2500
"405","R1062",2022-04-10,4,5,2600
"406","R1024",2022-04-10,4,5,2700
"407","R1060",2022-04-10,4,5,2800
"408","R1024",2022-04-10,4,5,2900
"409","R1024",2022-04-10,4,5,3000
"410","R1025",2022-04-10,4,5,3300
"411","R1062",2022-04-10,4,6,200
"412","R1060",2022-04-10,4,7,400
"413","R1053",2022-04-11,4,5,1800
"414","R1059",2022-04-11,4,5,2000
"415","R1053",2022-04-11,4,5,2100
"416","R1024",2022-04-11,4,5,2200
"417","R1025",2022-04-11,4,5,2300
"418","R1053",2022-04-11,4,5,2400
"419","R1053",2022-04-11,4,5,2500
"420","R1053",2022-04-11,4,5,2600
"421","R1025",2022-04-11,4,5,2700
"422","R1064",2022-04-11,4,5,3300
"423","R1064",2022-04-11,4,7,3600
"424","R1062",2022-04-11,4,10,3000
"425","R1059",2022-04-12,4,5,1800
"426","R1060",2022-04-12,4,5,1900
"427","R1059",2022-04-12,4,5,2000
"428","R1060",2022-04-12,4,5,2200
"429","R1060",2022-04-12,4,5,2300
"430","R1060",2022-04-12,4,5,2400
"431","R1063",2022-04-12,4,6,100
"432","R1050",2022-04-12,4,6,200
"433","R1050",2022-04-12,4,6,300
"434","R1063",2022-04-12,4,6,400
"435","R1050",2022-04-12,4,6,500
"436","R1062",2022-04-12,4,6,600
"437","R1062",2022-04-12,4,6,700
"438","R1062",2022-04-12,4,6,800
"439","R1062",2022-04-12,4,6,900
"440","R1064",2022-04-12,4,6,2200
"441","R1060",2022-04-12,4,6,2300
"442","R1064",2022-04-12,4,6,2400
"443","R1064",2022-04-12,4,6,2500
"444","R1063",2022-04-13,4,5,2500
"445","R1064",2022-04-13,4,5,2600
"446","R1060",2022-04-13,4,5,2700
"447","R1059",2022-04-13,4,5,2800
"448","R1060",2022-04-13,4,5,2900
"449","R1062",2022-04-13,4,5,3000
"450","R1064",2022-04-13,4,5,3100
"451","R1025",2022-04-13,4,5,3200
"452","R1024",2022-04-13,4,5,3300
"453","R1025",2022-04-13,4,5,3400
"454","R1059",2022-04-13,4,7,1300
"455","R1059",2022-04-13,4,7,1400
"456","R1059",2022-04-13,4,7,1500
"457","R1064",2022-04-13,4,7,1600
"458","R1059",2022-04-13,4,7,1700
"459","R1059",2022-04-14,4,5,2500
"460","R1059",2022-04-14,4,5,2600
"461","R1059",2022-04-14,4,5,2700
"462","R1062",2022-04-14,4,5,2800
"463","R1053",2022-04-14,4,5,2900
"464","R1059",2022-04-15,4,5,2100
"465","R1059",2022-04-15,4,5,2200
"466","R1059",2022-04-15,4,5,2300
"467","R1059",2022-04-15,4,5,2400
"468","R1064",2022-04-15,4,5,2500
"469","R1059",2022-04-15,4,5,2600
"470","R1050",2022-04-15,4,5,3100
"471","R1050",2022-04-15,4,5,3200
"472","R1050",2022-04-15,4,5,3300
"473","R1053",2022-04-15,4,5,3400
"474","R1059",2022-04-15,4,6,2100
"475","R1059",2022-04-15,4,6,2200
"476","R1064",2022-04-15,4,11,3200
"477","R1063",2022-04-15,4,11,3300
"478","R1064",2022-04-15,4,11,3400
"479","R1059",2022-04-15,4,11,3500
"480","R1059",2022-04-16,4,5,2200
"481","R1059",2022-04-16,4,5,2300
"482","R1064",2022-04-16,4,5,2400
"483","R1060",2022-04-16,4,5,2500
"484","R1059",2022-04-16,4,5,2600
"485","R1060",2022-04-16,4,5,2700
"486","R1025",2022-04-16,4,5,2800
"487","R1025",2022-04-16,4,5,2900
"488","R1024",2022-04-16,4,5,3000
"489","R1025",2022-04-16,4,5,3100
"490","R1024",2022-04-16,4,5,3200
"491","R1059",2022-04-16,4,9,600
"492","R1064",2022-04-16,4,9,700
"493","R1064",2022-04-16,4,9,800
"494","R1064",2022-04-16,4,9,1100
"495","R1059",2022-04-17,4,5,2300
"496","R1050",2022-04-17,4,5,2400
"497","R1050",2022-04-17,4,5,2500
"498","R1050",2022-04-17,4,5,2600
"499","R1050",2022-04-17,4,5,2700
"500","R1059",2022-04-17,4,5,2800
"501","R1050",2022-04-17,4,5,2900
"502","R1059",2022-04-17,4,5,3000
"503","R1050",2022-04-17,4,5,3100
"504","R1024",2022-04-17,4,5,3200
"505","R1050",2022-04-17,4,5,3300
"506","R1024",2022-04-17,4,5,3400
"507","R1050",2022-04-17,4,5,3500
"508","R1059",2022-04-18,4,5,1800
"509","R1059",2022-04-18,4,5,1900
"510","R1059",2022-04-18,4,5,2000
"511","R1059",2022-04-18,4,5,2100
"512","R1025",2022-04-18,4,5,2300
"513","R1025",2022-04-18,4,5,2400
"514","R1025",2022-04-18,4,5,2500
"515","R1025",2022-04-18,4,5,2600
"516","R1064",2022-04-18,4,5,2800
"517","R1064",2022-04-18,4,8,3200
"518","R1060",2022-04-18,4,8,3400
"519","R1064",2022-04-18,4,8,3500
"520","R1064",2022-04-18,4,8,3600
"521","R1064",2022-04-18,4,9,0
"522","R1060",2022-04-18,4,9,3200
"523","R1060",2022-04-18,4,9,3300
"524","R1060",2022-04-18,4,9,3400
"525","R1060",2022-04-18,4,9,3500
"526","R1064",2022-04-19,4,5,2200
"527","R1060",2022-04-19,4,5,2300
"528","R1060",2022-04-19,4,5,2400
"529","R1060",2022-04-19,4,5,2500
"530","R1064",2022-04-19,4,5,2600
"531","R1050",2022-04-19,4,5,2700
"532","R1060",2022-04-20,4,5,2000
"533","R1060",2022-04-20,4,5,2100
"534","R1064",2022-04-20,4,5,2200
"535","R1025",2022-04-20,4,5,2300
"536","R1025",2022-04-20,4,5,2400
"537","R1064",2022-04-20,4,5,2500
"538","R1025",2022-04-20,4,5,2600
"539","R1025",2022-04-20,4,5,2700
"540","R1025",2022-04-20,4,5,2800
"541","R1025",2022-04-20,4,5,2900
"542","R1024",2022-04-20,4,5,3000
"543","R1025",2022-04-20,4,5,3100
"544","R1064",2022-04-20,4,14,3000
"545","R1059",2022-04-21,4,5,1800
"546","R1064",2022-04-21,4,5,2000
"547","R1059",2022-04-21,4,5,2100
"548","R1024",2022-04-21,4,5,2300
"549","R1025",2022-04-21,4,5,2400
"550","R1024",2022-04-21,4,5,2500
"551","R1025",2022-04-21,4,5,2600
"552","R1063",2022-04-21,4,11,2200
"553","R1063",2022-04-21,4,11,2400
"554","R1063",2022-04-21,4,11,2500
"555","R1063",2022-04-21,4,11,2700
"556","R1063",2022-04-21,4,11,2800
"557","R1059",2022-04-22,4,5,1900
"558","R1024",2022-04-22,4,5,2100
"559","R1024",2022-04-22,4,5,2200
"560","R1024",2022-04-22,4,5,2300
"561","R1024",2022-04-22,4,5,2400
"562","R1062",2022-04-22,4,11,500
"563","R1062",2022-04-22,4,11,600
"564","R1023",2022-04-22,4,11,700
"565","R1059",2022-04-22,4,14,300
"566","R1024",2022-04-23,4,5,1900
"567","R1025",2022-04-23,4,5,2000
"568","R1059",2022-04-23,4,5,2100
"569","R1025",2022-04-23,4,5,2200
"570","R1024",2022-04-23,4,5,2300
"571","R1025",2022-04-23,4,5,2400
"572","R1025",2022-04-23,4,5,2500
"573","R1024",2022-04-23,4,5,2600
"574","R1025",2022-04-23,4,5,2700
"575","R1025",2022-04-23,4,5,2800
"576","R1025",2022-04-23,4,5,2900
"577","R1025",2022-04-23,4,5,3000
"578","R1025",2022-04-23,4,5,3100
"579","R1062",2022-04-23,4,5,3200
"580","R1062",2022-04-23,4,5,3500
"581","R1059",2022-04-23,4,6,0
"582","R1059",2022-04-23,4,6,100
"583","R1059",2022-04-24,4,5,1900
"584","R1059",2022-04-24,4,5,2000
"585","R1063",2022-04-24,4,5,2100
"586","R1025",2022-04-24,4,5,2200
"587","R1024",2022-04-24,4,5,2300
"588","R1024",2022-04-24,4,5,2400
"589","R1060",2022-04-24,4,5,2500
"590","R1064",2022-04-24,4,5,2600
"591","R1024",2022-04-24,4,5,2700
"592","R1024",2022-04-24,4,5,2800
"593","R1060",2022-04-25,4,5,2200
"594","R1059",2022-04-25,4,5,2300
"595","R1064",2022-04-25,4,5,2400
"596","R1060",2022-04-25,4,5,2500
"597","R1064",2022-04-25,4,5,2600
"598","R1024",2022-04-25,4,5,2700
"599","R1064",2022-04-25,4,5,2800
"600","R1059",2022-04-25,4,10,1300
"601","R1059",2022-04-25,4,10,1400
"602","R1059",2022-04-25,4,10,1500
"603","R1059",2022-04-25,4,10,1700
"604","R1053",2022-04-26,4,5,2100
"605","R1059",2022-04-26,4,5,2200
"606","R1024",2022-04-26,4,5,2300
"607","R1024",2022-04-26,4,5,2400
"608","R1059",2022-04-26,4,5,2500
"609","R1062",2022-04-26,4,5,2600
"610","R1025",2022-04-26,4,5,2700
"611","R1024",2022-04-27,4,5,2000
"612","R1024",2022-04-27,4,5,2100
"613","R1060",2022-04-27,4,5,2200
"614","R1064",2022-04-27,4,5,2300
"615","R1063",2022-04-27,4,5,2400
"616","R1064",2022-04-27,4,5,2500
"617","R1063",2022-04-27,4,5,2600
"618","R1064",2022-04-27,4,5,2700
"619","R1024",2022-04-27,4,5,2800
"620","R1060",2022-04-28,4,5,1900
"621","R1062",2022-04-28,4,5,2000
"622","R1060",2022-04-28,4,5,2100
"623","R1062",2022-04-28,4,5,2200
"624","R1053",2022-04-28,4,5,2300
"625","R1053",2022-04-28,4,5,2700
"626","R1024",2022-04-28,4,5,2800
"627","R1024",2022-04-28,4,5,2900
"628","R1062",2022-04-28,4,11,2100
"629","R1062",2022-04-28,4,11,2200
"630","R1062",2022-04-28,4,11,2300
"631","R1062",2022-04-28,4,11,2400
"632","R1062",2022-04-28,4,11,2500
"633","R1024",2022-04-29,4,5,2000
"634","R1059",2022-04-29,4,5,2100
"635","R1050",2022-04-29,4,5,2200
"636","R1059",2022-04-29,4,5,2300
"637","R1024",2022-04-29,4,5,2400
"638","R1024",2022-04-29,4,5,2500
"639","R1024",2022-04-29,4,5,2600
"640","R1024",2022-04-29,4,5,2700
"641","R1024",2022-04-29,4,5,2800
"642","R1059",2022-04-30,4,5,1800
"643","R1060",2022-04-30,4,5,1900
"644","R1025",2022-04-30,4,5,2200
"645","R1025",2022-04-30,4,5,2300
"646","R1025",2022-04-30,4,5,2400
"647","R1025",2022-04-30,4,5,2500
"648","R1024",2022-04-30,4,5,2600
"649","R1024",2022-04-30,4,5,2700
"650","R1025",2022-04-30,4,5,2800
"651","R1025",2022-04-30,4,5,2900
"652","R1025",2022-04-30,4,5,3000
"653","R1025",2022-04-30,4,5,3200
"654","R1062",2022-04-30,4,5,3500
"655","R1062",2022-04-30,4,8,0
"656","R1062",2022-04-30,4,8,100
"657","R1064",2022-04-30,4,8,200
"658","R1064",2022-04-30,4,8,300
"659","R1062",2022-04-30,4,8,1700
"660","R1064",2022-04-30,4,8,1800
"661","R1063",2022-04-30,4,8,2300
"662","R1059",2022-04-30,4,8,2400
"663","R1059",2022-04-30,4,8,2500
"664","R1059",2022-04-30,4,14,2600
"665","R1050",2022-05-01,5,5,1900
"666","R1059",2022-05-01,5,5,2000
"667","R1059",2022-05-01,5,5,2100
"668","R1059",2022-05-01,5,5,2200
"669","R1023",2022-05-01,5,5,2300
"670","R1063",2022-05-01,5,5,2400
"671","R1025",2022-05-02,5,5,1800
"672","R1025",2022-05-02,5,5,1900
