"","Recorder","Date","Month","Hour","Second"
"1585","R1060",2022-08-17,8,5,2800
"1586","R1060",2022-08-17,8,5,2900
"1587","R1060",2022-08-17,8,5,3000
"1588","R1025",2022-08-17,8,5,3500
"1589","R1025",2022-08-17,8,6,200
"1590","R1060",2022-08-18,8,5,3200
"1591","R1060",2022-08-18,8,5,3300
"1592","R1060",2022-08-18,8,5,3400
"1593","R1060",2022-08-18,8,5,3500
"1594","R1060",2022-08-18,8,5,3600
"1595","R1060",2022-08-18,8,6,100
"1596","R1060",2022-08-18,8,6,200
"1597","R1060",2022-08-18,8,6,300
"1598","R1025",2022-08-18,8,6,400
"1599","R1025",2022-08-18,8,6,500
"1600","R1025",2022-08-18,8,6,600
"1601","R1025",2022-08-18,8,6,700
"1602","R1060",2022-08-19,8,5,2200
"1603","R1060",2022-08-19,8,6,100
"1604","R1050",2022-08-19,8,6,200
"1605","R1050",2022-08-19,8,6,300
"1606","R1060",2022-08-20,8,6,600
"1607","R1060",2022-08-20,8,6,700
"1608","R1060",2022-08-20,8,6,800
"1609","R1060",2022-08-20,8,6,900
"1610","R1060",2022-08-20,8,6,1000
"1611","R1060",2022-08-21,8,5,3400
"1612","R1060",2022-08-21,8,5,3500
"1613","R1060",2022-08-21,8,5,3600
"1614","R1060",2022-08-21,8,6,100
"1615","R1060",2022-08-21,8,6,200
"1616","R1064",2022-08-22,8,6,2300
"1617","R1064",2022-08-22,8,6,2400
"1618","R1060",2022-08-22,8,6,2500
"1619","R1064",2022-08-22,8,6,2600
"1620","R1060",2022-08-22,8,8,100
"1621","R1060",2022-08-22,8,8,400
"1622","R1060",2022-08-23,8,5,3400
"1623","R1060",2022-08-23,8,5,3500
"1624","R1060",2022-08-23,8,5,3600
"1625","R1060",2022-08-23,8,6,0
"1626","R1060",2022-08-23,8,6,100
"1627","R1060",2022-08-23,8,6,200
"1628","R1060",2022-08-23,8,6,300
"1629","R1060",2022-08-23,8,6,400
"1630","R1025",2022-08-25,8,6,800
"1631","R1025",2022-08-25,8,6,1200
"1632","R1053",2022-08-27,8,5,2400
"1633","R1024",2022-08-27,8,5,2500
"1634","R1024",2022-08-27,8,5,2600
"1635","R1024",2022-08-31,8,7,600
"1636","R1024",2022-08-31,8,7,700
"1637","R1024",2022-08-31,8,7,800
"1638","R1024",2022-08-31,8,7,900
"1639","R1024",2022-08-31,8,7,1000
"1640","R1024",2022-08-31,8,7,1200
"1641","R1024",2022-08-31,8,7,1300
"1642","R1024",2022-08-31,8,7,1400
"1643","R1024",2022-08-31,8,7,1500
"1644","R1025",2022-09-01,9,5,2800
"1645","R1025",2022-09-01,9,5,2900
"1646","R1025",2022-09-01,9,5,3000
"1647","R1025",2022-09-01,9,5,3100
"1648","R1053",2022-09-04,9,5,3000
"1649","R1053",2022-09-04,9,5,3100
"1650","R1024",2022-09-04,9,5,3200
"1651","R1024",2022-09-04,9,5,3300
"1652","R1053",2022-09-04,9,5,3400
"1653","R1024",2022-09-04,9,5,3500
"1654","R1024",2022-09-04,9,5,3600
"1655","R1024",2022-09-10,9,5,3500
"1656","R1024",2022-09-10,9,5,3600
"1657","R1024",2022-09-10,9,6,0
"1658","R1025",2022-09-11,9,5,3500
"1659","R1025",2022-09-11,9,6,0
"1660","R1025",2022-09-11,9,6,100
"1661","R1025",2022-09-11,9,6,200
"1662","R1025",2022-09-11,9,6,300
"1663","R1025",2022-09-11,9,6,400
"1664","R1025",2022-09-11,9,6,500
"1665","R1024",2022-09-12,9,7,3100
"1666","R1024",2022-09-12,9,7,3200
"1667","R1024",2022-09-12,9,7,3300
"1668","R1024",2022-09-12,9,7,3400
"1669","R1024",2022-09-12,9,7,3500
"1670","R1024",2022-09-12,9,7,3600
"1671","R1024",2022-09-12,9,8,100
"1672","R1024",2022-09-13,9,6,800
"1673","R1053",2022-09-15,9,8,2800
"1674","R1024",2022-09-16,9,6,1700
"1675","R1024",2022-09-16,9,6,2000
"1676","R1053",2022-09-16,9,6,2200
"1677","R1025",2022-09-27,9,9,100
"1678","R1025",2022-09-27,9,9,200
"1679","R1025",2022-09-27,9,9,300
"1680","R1025",2022-09-27,9,9,400
"1681","R1025",2022-09-27,9,9,600
"1682","R1025",2022-09-27,9,9,700
"1683","R1025",2022-09-27,9,9,800
"1684","R1025",2022-09-27,9,9,900
"1685","R1064",2022-09-28,9,10,2800
"1686","R1059",2022-09-28,9,10,2900
"1687","R1059",2022-09-29,9,5,3200
"1688","R1050",2022-09-29,9,6,2700
"1689","R1050",2022-09-29,9,6,2800
"1690","R1050",2022-09-29,9,6,2900
"1691","R1050",2022-09-29,9,6,3000
"1692","R1050",2022-09-29,9,6,3100
"1693","R1059",2022-09-29,9,7,600
"1694","R1060",2022-09-29,9,7,700
"1695","R1059",2022-09-29,9,7,800
"1696","R1059",2022-09-29,9,7,900
"1697","R1059",2022-09-29,9,7,1000
"1698","R1059",2022-09-30,9,7,400
"1699","R1059",2022-09-30,9,7,500
"1700","R1059",2022-09-30,9,7,600
"1701","R1059",2022-09-30,9,7,700
"1702","R1059",2022-09-30,9,7,800
"1703","R1064",2022-09-30,9,7,900
"1704","R1059",2022-09-30,9,7,1300
"1705","R1059",2022-10-01,10,5,3000
"1706","R1050",2022-10-02,10,5,3300
"1707","R1059",2022-10-02,10,5,3400
"1708","R1059",2022-10-02,10,5,3500
"1709","R1059",2022-10-02,10,5,3600
"1710","R1060",2022-10-02,10,6,0
"1711","R1059",2022-10-02,10,6,100
"1712","R1050",2022-10-02,10,6,300
"1713","R1064",2022-10-02,10,11,2700
"1714","R1064",2022-10-02,10,11,3000
"1715","R1060",2022-10-02,10,11,3100
"1716","R1064",2022-10-02,10,11,3600
"1717","R1064",2022-10-02,10,12,300
"1718","R1064",2022-10-02,10,12,500
"1719","R1050",2022-10-03,10,5,3400
"1720","R1050",2022-10-03,10,5,3500
"1721","R1059",2022-10-04,10,6,100
"1722","R1059",2022-10-04,10,6,200
"1723","R1060",2022-10-04,10,6,300
"1724","R1060",2022-10-04,10,6,400
"1725","R1060",2022-10-04,10,6,500
"1726","R1059",2022-10-04,10,6,600
"1727","R1064",2022-10-04,10,6,1000
"1728","R1064",2022-10-04,10,6,1100
"1729","R1060",2022-10-05,10,6,300
"1730","R1064",2022-10-05,10,6,1000
"1731","R1064",2022-10-05,10,6,1100
"1732","R1064",2022-10-05,10,6,1300
"1733","R1060",2022-10-05,10,9,2300
"1734","R1059",2022-10-06,10,7,300
"1735","R1059",2022-10-06,10,7,400
"1736","R1059",2022-10-06,10,7,500
"1737","R1059",2022-10-06,10,7,700
"1738","R1064",2022-10-06,10,7,1100
"1739","R1064",2022-10-06,10,10,3300
"1740","R1064",2022-10-06,10,10,3500
"1741","R1064",2022-10-06,10,11,100
"1742","R1050",2022-10-08,10,5,3200
"1743","R1064",2022-10-08,10,6,0
"1744","R1064",2022-10-08,10,6,100
"1745","R1064",2022-10-10,10,6,2600
"1746","R1050",2022-10-10,10,6,2800
"1747","R1059",2022-10-10,10,6,2900
"1748","R1059",2022-10-10,10,6,3000
"1749","R1059",2022-10-10,10,6,3100
"1750","R1059",2022-10-10,10,6,3200
"1751","R1060",2022-10-10,10,6,3300
"1752","R1060",2022-10-11,10,5,3500
"1753","R1059",2022-10-11,10,6,200
"1754","R1053",2022-10-13,10,6,2900
"1755","R1053",2022-10-13,10,6,3100
"1756","R1062",2022-10-14,10,5,3400
"1757","R1064",2022-10-14,10,5,3500
"1758","R1060",2022-10-14,10,5,3600
"1759","R1060",2022-10-14,10,6,0
"1760","R1060",2022-10-14,10,6,100
"1761","R1060",2022-10-14,10,6,200
"1762","R1062",2022-10-14,10,6,300
"1763","R1064",2022-10-14,10,6,400
"1764","R1062",2022-10-14,10,6,500
"1765","R1060",2022-10-14,10,6,600
"1766","R1050",2022-10-15,10,6,800
"1767","R1059",2022-10-15,10,6,1000
"1768","R1050",2022-10-18,10,6,800
"1769","R1064",2022-10-18,10,11,3600
"1770","R1050",2022-10-19,10,5,3500
"1771","R1050",2022-10-20,10,6,600
"1772","R1050",2022-10-20,10,6,700
"1773","R1050",2022-10-20,10,6,800
"1774","R1059",2022-10-20,10,6,900
"1775","R1059",2022-10-20,10,6,1000
"1776","R1050",2022-10-20,10,6,1400
"1777","R1050",2022-10-20,10,6,1600
"1778","R1053",2022-10-20,10,9,2000
"1779","R1053",2022-10-20,10,9,2100
"1780","R1050",2022-10-21,10,6,300
"1781","R1064",2022-10-21,10,7,2600
"1782","R1059",2022-10-22,10,5,3000
"1783","R1050",2022-10-22,10,5,3100
"1784","R1059",2022-10-22,10,5,3200
"1785","R1050",2022-10-22,10,8,800
"1786","R1064",2022-10-23,10,10,900
"1787","R1060",2022-10-23,10,10,1000
"1788","R1064",2022-10-23,10,10,1100
"1789","R1060",2022-10-23,10,10,1200
"1790","R1060",2022-10-23,10,10,1300
"1791","R1060",2022-10-23,10,10,1400
"1792","R1053",2022-10-24,10,10,1600
"1793","R1062",2022-10-25,10,5,3300
"1794","R1062",2022-10-25,10,5,3400
"1795","R1062",2022-10-25,10,5,3500
"1796","R1062",2022-10-25,10,6,0
"1797","R1062",2022-10-25,10,6,100
"1798","R1062",2022-10-25,10,6,200
"1799","R1062",2022-10-25,10,6,400
"1800","R1060",2022-10-25,10,6,500
"1801","R1050",2022-10-26,10,10,2600
"1802","R1050",2022-10-26,10,10,3100
"1803","R1060",2022-10-27,10,5,3500
"1804","R1050",2022-10-27,10,5,3600
"1805","R1060",2022-10-27,10,6,100
"1806","R1059",2022-10-27,10,6,200
"1807","R1060",2022-10-27,10,6,300
"1808","R1060",2022-10-27,10,6,400
"1809","R1060",2022-10-27,10,6,600
"1810","R1059",2022-10-27,10,10,600
"1811","R1064",2022-10-27,10,10,700
"1812","R1064",2022-10-27,10,10,800
"1813","R1064",2022-10-27,10,10,900
"1814","R1064",2022-10-27,10,10,1000
"1815","R1060",2022-10-27,10,10,1100
"1816","R1050",2022-10-27,10,10,1200
"1817","R1064",2022-10-27,10,10,1300
"1818","R1060",2022-10-29,10,5,2600
"1819","R1060",2022-10-29,10,5,2700
"1820","R1059",2022-10-29,10,5,2800
"1821","R1060",2022-10-29,10,5,2900
"1822","R1060",2022-10-29,10,5,3000
"1823","R1050",2022-10-29,10,5,3100
"1824","R1064",2022-10-29,10,5,3300
"1825","R1064",2022-10-29,10,5,3400
"1826","R1060",2022-10-29,10,6,100
"1827","R1050",2022-10-29,10,7,600
"1828","R1050",2022-10-29,10,7,700
"1829","R1050",2022-10-29,10,7,800
"1830","R1050",2022-10-29,10,7,900
"1831","R1050",2022-10-29,10,7,1000
"1832","R1050",2022-10-30,10,5,1700
"1833","R1050",2022-10-30,10,5,1900
"1834","R1050",2022-10-30,10,5,2000
"1835","R1060",2022-10-30,10,5,3300
"1836","R1060",2022-10-30,10,5,3400
"1837","R1060",2022-10-30,10,5,3500
"1838","R1060",2022-10-30,10,5,3600
"1839","R1062",2022-10-30,10,6,0
"1840","R1062",2022-10-30,10,6,100
"1841","R1064",2022-10-30,10,6,200
"1842","R1064",2022-10-30,10,6,400
"1843","R1064",2022-10-30,10,6,500
"1844","R1059",2022-10-30,10,6,600
"1845","R1064",2022-10-30,10,6,700
"1846","R1059",2022-11-01,11,5,2500
"1847","R1060",2022-11-01,11,5,2600
"1848","R1050",2022-11-01,11,5,2700
"1849","R1050",2022-11-01,11,5,2800
"1850","R1050",2022-11-01,11,5,2900
"1851","R1050",2022-11-01,11,5,3000
"1852","R1050",2022-11-01,11,5,3100
"1853","R1059",2022-11-01,11,5,3200
"1854","R1059",2022-11-01,11,5,3300
"1855","R1050",2022-11-01,11,5,3400
"1856","R1059",2022-11-01,11,6,1500
"1857","R1053",2022-11-02,11,5,3200
"1858","R1062",2022-11-02,11,5,3300
"1859","R1062",2022-11-02,11,5,3400
"1860","R1064",2022-11-02,11,5,3500
"1861","R1064",2022-11-02,11,5,3600
"1862","R1060",2022-11-02,11,6,100
"1863","R1060",2022-11-02,11,6,200
"1864","R1062",2022-11-02,11,6,300
"1865","R1062",2022-11-02,11,6,400
"1866","R1060",2022-11-02,11,6,500
"1867","R1050",2022-11-02,11,9,2400
"1868","R1059",2022-11-02,11,9,2500
"1869","R1060",2022-11-03,11,5,3100
"1870","R1050",2022-11-03,11,5,3200
"1871","R1059",2022-11-03,11,5,3300
"1872","R1050",2022-11-03,11,5,3400
"1873","R1060",2022-11-03,11,5,3500
"1874","R1060",2022-11-03,11,5,3600
"1875","R1050",2022-11-03,11,6,0
"1876","R1060",2022-11-03,11,6,100
"1877","R1050",2022-11-03,11,6,1900
"1878","R1050",2022-11-04,11,6,600
"1879","R1060",2022-11-04,11,6,700
"1880","R1050",2022-11-04,11,6,800
"1881","R1059",2022-11-04,11,6,900
"1882","R1064",2022-11-04,11,6,1000
"1883","R1050",2022-11-04,11,6,1100
"1884","R1059",2022-11-04,11,6,1200
"1885","R1064",2022-11-05,11,6,300
"1886","R1059",2022-11-05,11,6,400
"1887","R1060",2022-11-05,11,6,500
"1888","R1059",2022-11-05,11,6,600
"1889","R1059",2022-11-05,11,6,700
"1890","R1060",2022-11-05,11,6,800
"1891","R1060",2022-11-05,11,6,900
"1892","R1059",2022-11-05,11,6,1000
"1893","R1059",2022-11-05,11,6,1100
"1894","R1064",2022-11-07,11,5,3500
"1895","R1060",2022-11-07,11,5,3600
"1896","R1050",2022-11-07,11,6,0
"1897","R1062",2022-11-07,11,6,100
"1898","R1062",2022-11-07,11,6,300
"1899","R1050",2022-11-08,11,6,600
"1900","R1064",2022-11-10,11,6,900
"1901","R1064",2022-11-10,11,6,1100
"1902","R1059",2022-11-10,11,6,1200
"1903","R1064",2022-11-10,11,6,1300
"1904","R1064",2022-11-10,11,6,1400
"1905","R1060",2022-11-10,11,6,1500
"1906","R1064",2022-11-10,11,6,1600
"1907","R1064",2022-11-10,11,6,1700
"1908","R1064",2022-11-10,11,6,1800
"1909","R1062",2022-11-11,11,6,500
"1910","R1064",2022-11-11,11,6,600
"1911","R1062",2022-11-11,11,6,700
"1912","R1062",2022-11-11,11,6,800
"1913","R1060",2022-11-11,11,6,900
"1914","R1062",2022-11-11,11,6,1000
"1915","R1062",2022-11-11,11,6,1100
"1916","R1060",2022-11-11,11,6,1200
"1917","R1060",2022-11-11,11,6,1300
"1918","R1060",2022-11-11,11,6,1400
"1919","R1064",2022-11-11,11,6,2000
"1920","R1050",2022-11-11,11,6,2800
"1921","R1050",2022-11-11,11,6,2900
"1922","R1050",2022-11-11,11,6,3000
"1923","R1059",2022-11-11,11,11,3300
"1924","R1059",2022-11-12,11,10,1100
"1925","R1050",2022-11-12,11,12,2200
"1926","R1050",2022-11-12,11,12,2300
"1927","R1050",2022-11-12,11,12,2400
"1928","R1059",2022-11-12,11,12,2500
"1929","R1059",2022-11-12,11,12,2600
"1930","R1059",2022-11-12,11,12,2700
"1931","R1060",2022-11-12,11,12,2800
"1932","R1059",2022-11-12,11,12,2900
"1933","R1050",2022-11-12,11,12,3000
"1934","R1050",2022-11-13,11,6,200
"1935","R1050",2022-11-13,11,6,300
"1936","R1050",2022-11-13,11,6,400
"1937","R1060",2022-11-13,11,6,500
"1938","R1050",2022-11-13,11,6,600
"1939","R1050",2022-11-13,11,6,700
"1940","R1053",2022-11-13,11,6,800
"1941","R1050",2022-11-13,11,6,900
"1942","R1050",2022-11-13,11,6,1000
"1943","R1050",2022-11-13,11,6,1100
"1944","R1050",2022-11-13,11,6,1300
"1945","R1064",2022-11-13,11,6,1400
"1946","R1060",2022-11-13,11,6,1700
"1947","R1064",2022-11-13,11,6,1800
"1948","R1064",2022-11-13,11,12,2900
"1949","R1064",2022-11-13,11,12,3000
"1950","R1059",2022-11-13,11,12,3100
"1951","R1050",2022-11-13,11,12,3300
"1952","R1059",2022-11-14,11,6,1300
"1953","R1050",2022-11-14,11,6,1400
"1954","R1050",2022-11-14,11,6,1500
"1955","R1059",2022-11-14,11,6,1600
"1956","R1060",2022-11-14,11,6,1700
"1957","R1053",2022-11-15,11,5,3000
"1958","R1060",2022-11-15,11,5,3100
"1959","R1059",2022-11-15,11,5,3200
"1960","R1060",2022-11-15,11,5,3300
"1961","R1059",2022-11-15,11,5,3400
"1962","R1050",2022-11-15,11,5,3500
"1963","R1064",2022-11-15,11,5,3600
"1964","R1060",2022-11-15,11,6,100
"1965","R1060",2022-11-15,11,6,200
"1966","R1064",2022-11-15,11,6,300
"1967","R1064",2022-11-15,11,6,400
"1968","R1064",2022-11-15,11,6,600
"1969","R1064",2022-11-15,11,13,2600
"1970","R1059",2022-11-16,11,5,3400
"1971","R1059",2022-11-16,11,5,3500
"1972","R1060",2022-11-16,11,5,3600
"1973","R1050",2022-11-16,11,6,0
"1974","R1059",2022-11-16,11,6,100
"1975","R1060",2022-11-16,11,6,200
"1976","R1059",2022-11-16,11,6,300
"1977","R1053",2022-11-16,11,6,1200
"1978","R1050",2022-11-17,11,5,2400
"1979","R1050",2022-11-17,11,5,2500
"1980","R1050",2022-11-17,11,5,2600
"1981","R1059",2022-11-17,11,9,1800
"1982","R1059",2022-11-17,11,14,3000
"1983","R1059",2022-11-17,11,14,3100
"1984","R1059",2022-11-18,11,6,900
"1985","R1060",2022-11-18,11,6,1000
"1986","R1050",2022-11-18,11,6,1100
"1987","R1060",2022-11-18,11,6,1200
"1988","R1060",2022-11-18,11,6,1300
"1989","R1060",2022-11-18,11,6,1400
"1990","R1059",2022-11-18,11,6,1500
"1991","R1064",2022-11-18,11,6,1600
"1992","R1050",2022-11-19,11,5,3300
"1993","R1050",2022-11-19,11,5,3400
"1994","R1050",2022-11-19,11,5,3500
"1995","R1050",2022-11-19,11,6,0
"1996","R1050",2022-11-19,11,6,100
"1997","R1050",2022-11-19,11,7,400
"1998","R1050",2022-11-20,11,5,3600
"1999","R1050",2022-11-20,11,6,0
"2000","R1059",2022-11-20,11,6,100
"2001","R1064",2022-11-20,11,6,200
"2002","R1060",2022-11-20,11,6,300
"2003","R1064",2022-11-20,11,6,400
"2004","R1060",2022-11-20,11,6,700
"2005","R1064",2022-11-20,11,6,1100
"2006","R1050",2022-11-20,11,6,1300
"2007","R1059",2022-11-20,11,6,1400
"2008","R1050",2022-11-20,11,6,1500
"2009","R1050",2022-11-20,11,6,1800
"2010","R1050",2022-11-20,11,6,1900
"2011","R1060",2022-11-21,11,6,700
"2012","R1060",2022-11-21,11,6,900
"2013","R1064",2022-11-21,11,6,1000
"2014","R1060",2022-11-22,11,6,700
"2015","R1062",2022-11-22,11,6,800
"2016","R1050",2022-11-22,11,6,900
"2017","R1064",2022-11-22,11,6,1100
"2018","R1050",2022-11-22,11,9,3400
"2019","R1050",2022-11-22,11,9,3500
"2020","R1050",2022-11-22,11,9,3600
"2021","R1064",2022-11-22,11,10,0
"2022","R1060",2022-11-23,11,6,1000
"2023","R1060",2022-11-23,11,6,1100
"2024","R1050",2022-11-23,11,6,1200
"2025","R1059",2022-11-23,11,6,1300
"2026","R1064",2022-11-23,11,13,2700
"2027","R1060",2022-11-24,11,6,1000
"2028","R1050",2022-11-24,11,6,1100
"2029","R1050",2022-11-24,11,6,1300
"2030","R1064",2022-11-26,11,6,2600
"2031","R1064",2022-11-26,11,6,3000
"2032","R1060",2022-11-26,11,6,3300
"2033","R1060",2022-11-26,11,7,0
"2034","R1060",2022-11-26,11,7,100
"2035","R1059",2022-11-26,11,7,200
"2036","R1060",2022-11-26,11,7,300
"2037","R1059",2022-11-26,11,7,400
"2038","R1060",2022-11-26,11,7,500
"2039","R1050",2022-11-26,11,7,900
"2040","R1059",2022-11-27,11,7,200
"2041","R1059",2022-11-27,11,7,300
"2042","R1050",2022-11-27,11,7,700
"2043","R1060",2022-11-28,11,6,2500
"2044","R1059",2022-11-28,11,6,2600
"2045","R1059",2022-11-28,11,6,2700
"2046","R1059",2022-11-28,11,6,2800
"2047","R1059",2022-11-28,11,6,2900
"2048","R1059",2022-11-28,11,6,3000
"2049","R1050",2022-11-28,11,6,3100
"2050","R1059",2022-11-28,11,11,100
"2051","R1059",2022-11-28,11,11,200
"2052","R1060",2022-11-28,11,11,300
"2053","R1059",2022-11-28,11,11,400
"2054","R1064",2022-11-29,11,6,2400
"2055","R1059",2022-11-29,11,6,2500
"2056","R1050",2022-11-29,11,7,100
"2057","R1059",2022-11-30,11,7,100
"2058","R1059",2022-11-30,11,7,200
"2059","R1060",2022-11-30,11,7,300
"2060","R1060",2022-11-30,11,7,400
"2061","R1060",2022-11-30,11,7,500
"2062","R1060",2022-11-30,11,7,600
"2063","R1060",2022-11-30,11,7,700
"2064","R1064",2022-11-30,11,7,1600
"2065","R1060",2022-12-01,12,6,300
"2066","R1064",2022-12-01,12,6,400
"2067","R1064",2022-12-01,12,6,500
"2068","R1062",2022-12-01,12,6,600
"2069","R1060",2022-12-01,12,6,700
"2070","R1059",2022-12-01,12,6,800
"2071","R1062",2022-12-01,12,6,900
"2072","R1059",2022-12-01,12,6,1000
"2073","R1050",2022-12-03,12,5,3300
"2074","R1050",2022-12-03,12,5,3400
"2075","R1050",2022-12-03,12,5,3600
"2076","R1050",2022-12-03,12,6,0
"2077","R1060",2022-12-03,12,6,1200
"2078","R1064",2022-12-03,12,11,1200
"2079","R1064",2022-12-03,12,11,1300
"2080","R1064",2022-12-03,12,11,3600
"2081","R1064",2022-12-03,12,12,100
"2082","R1059",2022-12-03,12,12,200
"2083","R1064",2022-12-03,12,12,300
"2084","R1064",2022-12-03,12,12,400
"2085","R1059",2022-12-03,12,12,500
"2086","R1050",2022-12-03,12,12,600
"2087","R1064",2022-12-03,12,12,700
"2088","R1050",2022-12-05,12,6,1000
"2089","R1050",2022-12-05,12,6,1100
"2090","R1064",2022-12-05,12,6,1200
"2091","R1050",2022-12-05,12,6,1300
"2092","R1050",2022-12-05,12,6,1400
"2093","R1064",2022-12-05,12,6,1500
"2094","R1050",2022-12-05,12,6,1600
"2095","R1064",2022-12-05,12,6,1700
"2096","R1059",2022-12-06,12,6,100
"2097","R1064",2022-12-06,12,6,200
"2098","R1050",2022-12-06,12,6,300
"2099","R1064",2022-12-06,12,6,600
"2100","R1060",2022-12-06,12,6,700
"2101","R1064",2022-12-06,12,6,800
"2102","R1050",2022-12-06,12,6,1100
"2103","R1059",2022-12-06,12,6,1300
"2104","R1050",2022-12-06,12,6,1700
"2105","R1060",2022-12-06,12,8,2700
"2106","R1064",2022-12-06,12,8,2800
"2107","R1059",2022-12-06,12,8,2900
"2108","R1060",2022-12-06,12,8,3000
"2109","R1059",2022-12-06,12,8,3100
"2110","R1059",2022-12-06,12,8,3200
"2111","R1053",2022-12-07,12,6,700
"2112","R1059",2022-12-07,12,6,1100
"2113","R1059",2022-12-07,12,6,1200
"2114","R1059",2022-12-07,12,6,1300
"2115","R1050",2022-12-07,12,6,1400
"2116","R1064",2022-12-08,12,6,700
"2117","R1064",2022-12-08,12,6,900
"2118","R1062",2022-12-08,12,6,1000
"2119","R1064",2022-12-08,12,6,1100
"2120","R1060",2022-12-08,12,6,1200
"2121","R1060",2022-12-08,12,6,1300
"2122","R1060",2022-12-08,12,6,1400
"2123","R1064",2022-12-08,12,6,1500
"2124","R1059",2022-12-08,12,13,3000
"2125","R1024",2022-12-09,12,6,1300
"2126","R1024",2022-12-09,12,6,1400
"2127","R1059",2022-12-09,12,6,1500
"2128","R1060",2022-12-09,12,6,1600
"2129","R1059",2022-12-09,12,6,1700
"2130","R1064",2022-12-09,12,6,1800
"2131","R1059",2022-12-09,12,6,1900
"2132","R1064",2022-12-09,12,6,2000
"2133","R1064",2022-12-09,12,6,2100
"2134","R1024",2022-12-09,12,6,2200
"2135","R1050",2022-12-10,12,9,1100
"2136","R1050",2022-12-10,12,9,1400
"2137","R1064",2022-12-10,12,9,1500
"2138","R1059",2022-12-10,12,9,1600
"2139","R1050",2022-12-10,12,9,1700
"2140","R1064",2022-12-10,12,9,1800
"2141","R1050",2022-12-11,12,5,3100
"2142","R1059",2022-12-11,12,5,3300
"2143","R1059",2022-12-11,12,6,100
"2144","R1050",2022-12-11,12,6,300
"2145","R1024",2022-12-11,12,6,2600
"2146","R1062",2022-12-12,12,6,300
"2147","R1059",2022-12-12,12,6,400
"2148","R1062",2022-12-12,12,6,500
"2149","R1060",2022-12-12,12,6,600
"2150","R1059",2022-12-12,12,6,700
"2151","R1062",2022-12-12,12,6,800
"2152","R1064",2022-12-12,12,6,900
"2153","R1060",2022-12-12,12,6,1000
"2154","R1064",2022-12-12,12,6,1100
"2155","R1062",2022-12-12,12,6,1200
"2156","R1064",2022-12-12,12,6,2100
"2157","R1059",2022-12-12,12,7,3100
"2158","R1060",2022-12-12,12,7,3200
"2159","R1060",2022-12-12,12,7,3300
"2160","R1059",2022-12-12,12,7,3400
"2161","R1060",2022-12-12,12,7,3500
"2162","R1059",2022-12-12,12,7,3600
"2163","R1060",2022-12-12,12,8,0
"2164","R1060",2022-12-12,12,8,100
"2165","R1059",2022-12-14,12,5,3600
"2166","R1060",2022-12-14,12,6,0
"2167","R1059",2022-12-14,12,6,100
"2168","R1060",2022-12-14,12,6,200
"2169","R1062",2022-12-14,12,6,300
"2170","R1060",2022-12-14,12,6,400
"2171","R1060",2022-12-14,12,6,500
"2172","R1064",2022-12-14,12,6,600
"2173","R1064",2022-12-14,12,6,700
"2174","R1024",2022-12-14,12,6,800
"2175","R1024",2022-12-14,12,6,1000
"2176","R1024",2022-12-14,12,6,1100
"2177","R1060",2022-12-14,12,6,1500
"2178","R1060",2022-12-14,12,6,1600
"2179","R1060",2022-12-14,12,6,1700
"2180","R1064",2022-12-14,12,6,1800
"2181","R1060",2022-12-14,12,6,1900
"2182","R1064",2022-12-14,12,6,2000
"2183","R1060",2022-12-15,12,5,3500
"2184","R1050",2022-12-15,12,5,3600
"2185","R1050",2022-12-15,12,6,0
"2186","R1060",2022-12-15,12,6,100
"2187","R1060",2022-12-15,12,6,200
"2188","R1060",2022-12-15,12,6,300
"2189","R1024",2022-12-15,12,6,3100
"2190","R1059",2022-12-15,12,6,3200
"2191","R1050",2022-12-15,12,6,3400
"2192","R1050",2022-12-15,12,6,3500
"2193","R1024",2022-12-15,12,6,3600
"2194","R1050",2022-12-15,12,7,0
"2195","R1024",2022-12-15,12,7,100
"2196","R1024",2022-12-15,12,7,200
"2197","R1050",2022-12-15,12,7,300
"2198","R1050",2022-12-15,12,7,400
"2199","R1059",2022-12-16,12,6,1000
"2200","R1059",2022-12-16,12,6,1100
"2201","R1060",2022-12-16,12,6,1200
"2202","R1064",2022-12-16,12,6,1400
"2203","R1059",2022-12-16,12,6,1500
"2204","R1062",2022-12-16,12,6,2300
"2205","R1064",2022-12-16,12,6,2400
"2206","R1060",2022-12-16,12,6,2500
"2207","R1064",2022-12-16,12,6,2600
"2208","R1059",2022-12-16,12,6,2700
"2209","R1064",2022-12-16,12,6,2800
"2210","R1064",2022-12-16,12,6,2900
"2211","R1064",2022-12-16,12,6,3000
"2212","R1064",2022-12-16,12,6,3200
"2213","R1064",2022-12-16,12,6,3300
"2214","R1060",2022-12-17,12,6,1200
"2215","R1064",2022-12-17,12,6,1300
"2216","R1059",2022-12-17,12,6,1400
"2217","R1060",2022-12-17,12,6,1500
"2218","R1064",2022-12-17,12,6,1600
"2219","R1060",2022-12-17,12,6,3100
"2220","R1064",2022-12-17,12,6,3400
"2221","R1025",2022-12-18,12,6,100
"2222","R1053",2022-12-18,12,6,200
"2223","R1024",2022-12-18,12,6,300
"2224","R1053",2022-12-18,12,6,400
"2225","R1060",2022-12-18,12,6,1600
"2226","R1059",2022-12-18,12,6,1700
"2227","R1064",2022-12-18,12,6,1800
"2228","R1064",2022-12-18,12,6,2300
"2229","R1060",2022-12-18,12,6,2400
"2230","R1064",2022-12-18,12,6,2500
"2231","R1064",2022-12-18,12,6,2600
